epoch,loss,val_loss,train_acc,val_acc,train_kappa,val_kappa
0,0.7534331215752496,0.6962617039680481,0.4652777777777778,0.5,-0.06944444444444442,0.0
1,0.7111722760730319,0.6940048601892259,0.4930555555555556,0.5,-0.01388888888888884,0.0
2,0.686724927690294,0.6973797215355767,0.5208333333333334,0.5,0.04166666666666663,0.0
3,0.7212530242072211,0.6938598089747958,0.4583333333333333,0.5,-0.08333333333333326,0.0
4,0.7144182721773783,0.6860696938302782,0.5138888888888888,0.7708333333333334,0.02777777777777779,0.5416666666666667
5,0.6886103815502591,0.6900918947325813,0.4652777777777778,0.5,-0.06944444444444442,0.0
6,0.7020247975985209,0.6924260324902005,0.5277777777777778,0.5,0.05555555555555558,0.0
7,0.6882818341255188,0.6862758133146498,0.5416666666666666,0.5,0.08333333333333337,0.0
8,0.7027499344613817,0.6805574231677585,0.5625,0.5208333333333334,0.125,0.04166666666666663
9,0.6970896389749315,0.6794251600901285,0.5,0.5138888888888888,0.0,0.02777777777777779
10,0.6933032009336684,0.6799873775906033,0.5555555555555556,0.5,0.11111111111111116,0.0
11,0.7044626010788811,0.6789047718048096,0.5347222222222222,0.5,0.06944444444444442,0.0
12,0.689825713634491,0.6751651896370782,0.5347222222222222,0.5416666666666666,0.06944444444444442,0.08333333333333337
13,0.6658659113778008,0.6704094343715243,0.5763888888888888,0.8333333333333334,0.1527777777777778,0.6666666666666667
14,0.7026744617356194,0.6661838557985094,0.4930555555555556,0.8819444444444444,-0.01388888888888884,0.7638888888888888
15,0.6713248557514615,0.6624246968163384,0.5902777777777778,0.8819444444444444,0.18055555555555558,0.7638888888888888
16,0.6951636605792575,0.6592462990019057,0.5416666666666666,0.8888888888888888,0.08333333333333337,0.7777777777777778
17,0.6795168850156996,0.6560738616519504,0.5555555555555556,0.8611111111111112,0.11111111111111116,0.7222222222222222
18,0.6725802885161506,0.6526980598767599,0.5833333333333334,0.8888888888888888,0.16666666666666663,0.7777777777777778
19,0.6931726866298251,0.6495334638489617,0.5555555555555556,0.8819444444444444,0.11111111111111116,0.7638888888888888
20,0.6699658632278442,0.6491202910741171,0.5763888888888888,0.5208333333333334,0.1527777777777778,0.04166666666666663
21,0.6624897718429565,0.6484131018320719,0.5972222222222222,0.5069444444444444,0.19444444444444442,0.01388888888888884
22,0.6726466284857856,0.6441721783743964,0.5763888888888888,0.5069444444444444,0.1527777777777778,0.01388888888888884
23,0.6843008995056152,0.6375299228562249,0.5833333333333334,0.6736111111111112,0.16666666666666663,0.3472222222222222
24,0.643113480673896,0.6314532823032803,0.6458333333333334,0.875,0.29166666666666663,0.75
25,0.6550727023018731,0.6371722684966193,0.6319444444444444,0.5694444444444444,0.26388888888888884,0.13888888888888884
26,0.6796534061431885,0.6590029531055026,0.5763888888888888,0.5,0.1527777777777778,0.0
27,0.6952365636825562,0.6671837435828315,0.5555555555555556,0.5,0.11111111111111116,0.0
