accuracy,precision,recall,f1_score,kappa,specificity,tn,fp,fn,tp,roc_auc,fpr,tpr
0.8819444444444444,0.8985507246376812,0.8611111111111112,0.8794326241134752,0.7638888888888888,0.9027777777777778,65,7,10,62,0.9463734567901234,"[0.0, 0.0, 0.0, 0.013888888888888888, 0.013888888888888888, 0.027777777777777776, 0.027777777777777776, 0.041666666666666664, 0.041666666666666664, 0.05555555555555555, 0.05555555555555555, 0.08333333333333333, 0.08333333333333333, 0.09722222222222222, 0.09722222222222222, 0.16666666666666666, 0.16666666666666666, 0.18055555555555555, 0.18055555555555555, 0.2222222222222222, 0.2222222222222222, 0.25, 0.25, 0.3472222222222222, 0.3472222222222222, 0.6111111111111112, 0.6111111111111112, 1.0]","[0.0, 0.013888888888888888, 0.3333333333333333, 0.3333333333333333, 0.6111111111111112, 0.6111111111111112, 0.7222222222222222, 0.7222222222222222, 0.7638888888888888, 0.7638888888888888, 0.7916666666666666, 0.7916666666666666, 0.8055555555555556, 0.8055555555555556, 0.8611111111111112, 0.8611111111111112, 0.875, 0.875, 0.9027777777777778, 0.9027777777777778, 0.9444444444444444, 0.9444444444444444, 0.9722222222222222, 0.9722222222222222, 0.9861111111111112, 0.9861111111111112, 1.0, 1.0]"
