epoch,loss,val_loss,train_acc,val_acc,train_kappa,val_kappa
0,0.7262839873631796,0.6979158322016398,0.4722222222222222,0.5,-0.05555555555555558,0.0
1,0.7507148848639594,0.6950277619891696,0.4513888888888889,0.5,-0.09722222222222232,0.0
2,0.7246481974919637,0.7026365862952338,0.4722222222222222,0.5,-0.05555555555555558,0.0
3,0.7167328066296048,0.7036385734875997,0.4513888888888889,0.5,-0.09722222222222232,0.0
4,0.7116624514261881,0.7039206226666769,0.4861111111111111,0.5,-0.02777777777777768,0.0
5,0.7042889330122206,0.7045761214362251,0.4791666666666667,0.5,-0.04166666666666674,0.0
6,0.7122067345513238,0.7005135549439324,0.5,0.5,0.0,0.0
7,0.7069112857182821,0.6970589028464423,0.4861111111111111,0.5,-0.02777777777777768,0.0
8,0.7105051014158461,0.6947745283444723,0.5069444444444444,0.5,0.01388888888888884,0.0
9,0.691009865866767,0.6930599742465549,0.5416666666666666,0.5069444444444444,0.08333333333333337,0.01388888888888884
10,0.7109204332033793,0.6931919389300876,0.4791666666666667,0.5,-0.04166666666666674,0.0
11,0.7028936611281501,0.6929533614052666,0.5277777777777778,0.5138888888888888,0.05555555555555558,0.02777777777777779
12,0.711296108033922,0.6970177094141642,0.5069444444444444,0.5,0.01388888888888884,0.0
13,0.6978197362687852,0.7132333848211501,0.5277777777777778,0.5,0.05555555555555558,0.0
14,0.7010467780960931,0.7368526061375936,0.5,0.5,0.0,0.0
15,0.7026164796617296,0.7543014685312907,0.5,0.5,0.0,0.0
16,0.7255881031354269,0.7560478846232096,0.4791666666666667,0.5,-0.04166666666666674,0.0
17,0.7139409912957085,0.735145178106096,0.5277777777777778,0.5,0.05555555555555558,0.0
18,0.732787013053894,0.7118401527404785,0.5138888888888888,0.5,0.02777777777777779,0.0
19,0.7253620558314853,0.6961259047190348,0.5069444444444444,0.5,0.01388888888888884,0.0
20,0.702340112792121,0.6928040054109361,0.5208333333333334,0.4791666666666667,0.04166666666666663,-0.04166666666666674
21,0.7036516269048055,0.6938338345951505,0.5347222222222222,0.5,0.06944444444444442,0.0
22,0.6995145214928521,0.6937485535939535,0.5138888888888888,0.5,0.02777777777777779,0.0
23,0.6974554856618246,0.6925544738769531,0.5416666666666666,0.5,0.08333333333333337,0.0
24,0.7136344644758437,0.6948235895898607,0.5,0.5,0.0,0.0
25,0.720835354593065,0.7016685406366984,0.4722222222222222,0.5,-0.05555555555555558,0.0
26,0.6926350990931193,0.7146051194932725,0.5416666666666666,0.5,0.08333333333333337,0.0
27,0.7089290552669101,0.7242816554175483,0.5069444444444444,0.5,0.01388888888888884,0.0
28,0.7211452987458971,0.7179838750097487,0.5,0.5,0.0,0.0
