accuracy,precision,recall,f1_score,kappa,specificity,tn,fp,fn,tp,roc_auc,fpr,tpr
0.8680555555555556,0.9206349206349206,0.8055555555555556,0.8592592592592593,0.7361111111111112,0.9305555555555556,67,5,14,58,0.90625,"[0.0, 0.0, 0.0, 0.013888888888888888, 0.013888888888888888, 0.027777777777777776, 0.027777777777777776, 0.041666666666666664, 0.041666666666666664, 0.05555555555555555, 0.05555555555555555, 0.06944444444444445, 0.06944444444444445, 0.08333333333333333, 0.08333333333333333, 0.1527777777777778, 0.1527777777777778, 0.18055555555555555, 0.18055555555555555, 0.19444444444444445, 0.19444444444444445, 0.2638888888888889, 0.2638888888888889, 0.3333333333333333, 0.3333333333333333, 0.5138888888888888, 0.5138888888888888, 0.5277777777777778, 0.5277777777777778, 0.5972222222222222, 0.5972222222222222, 0.6527777777777778, 0.6527777777777778, 1.0]","[0.0, 0.013888888888888888, 0.041666666666666664, 0.041666666666666664, 0.1388888888888889, 0.1388888888888889, 0.25, 0.25, 0.6388888888888888, 0.6388888888888888, 0.7222222222222222, 0.7222222222222222, 0.8055555555555556, 0.8055555555555556, 0.8194444444444444, 0.8194444444444444, 0.8472222222222222, 0.8472222222222222, 0.8611111111111112, 0.8611111111111112, 0.8888888888888888, 0.8888888888888888, 0.9027777777777778, 0.9027777777777778, 0.9444444444444444, 0.9444444444444444, 0.9583333333333334, 0.9583333333333334, 0.9722222222222222, 0.9722222222222222, 0.9861111111111112, 0.9861111111111112, 1.0, 1.0]"
