epoch,loss,val_loss,train_acc,val_acc,train_kappa,val_kappa
0,0.6974216832054986,0.6992430289586385,0.5555555555555556,0.5,0.11111111111111116,0.0
1,0.7199096745914884,0.6955418454276191,0.4791666666666667,0.5,-0.04166666666666674,0.0
2,0.7066936095555624,0.6923459238476224,0.4930555555555556,0.5069444444444444,-0.01388888888888884,0.01388888888888884
3,0.7035637034310235,0.692691895696852,0.5694444444444444,0.5,0.13888888888888884,0.0
4,0.6958970361285739,0.6917368306054009,0.5277777777777778,0.5347222222222222,0.05555555555555558,0.06944444444444442
5,0.709327949417962,0.6911788649029202,0.4861111111111111,0.5,-0.02777777777777768,0.0
6,0.7233689493603177,0.6912160515785217,0.4861111111111111,0.5,-0.02777777777777768,0.0
7,0.7077957391738892,0.6991002957026163,0.5208333333333334,0.5,0.04166666666666663,0.0
8,0.6805494361453586,0.7042336530155606,0.5763888888888888,0.5,0.1527777777777778,0.0
9,0.705562048488193,0.7074576748741997,0.4791666666666667,0.5,-0.04166666666666674,0.0
10,0.7099715934859382,0.7096996307373047,0.4930555555555556,0.5,-0.01388888888888884,0.0
11,0.7236664692560831,0.7108287811279297,0.4652777777777778,0.5,-0.06944444444444442,0.0
12,0.704833534028795,0.7022200094328986,0.5555555555555556,0.5,0.11111111111111116,0.0
13,0.7023833592732748,0.6920469204584757,0.4930555555555556,0.5,-0.01388888888888884,0.0
14,0.7172305120362176,0.6896069248517355,0.4583333333333333,0.5277777777777778,-0.08333333333333326,0.05555555555555558
15,0.6917423605918884,0.6895011597209506,0.5763888888888888,0.5486111111111112,0.1527777777777778,0.09722222222222221
16,0.6962079538239373,0.6900586154725816,0.5,0.5,0.0,0.0
17,0.6906759275330437,0.6922258800930448,0.4930555555555556,0.5,-0.01388888888888884,0.0
18,0.692976733048757,0.6962541805373298,0.4444444444444444,0.5,-0.11111111111111116,0.0
19,0.699284123049842,0.703092998928494,0.4930555555555556,0.5,-0.01388888888888884,0.0
20,0.6926009125179715,0.707036296526591,0.5763888888888888,0.5,0.1527777777777778,0.0
21,0.7214453021685282,0.6993418137232462,0.4583333333333333,0.5,-0.08333333333333326,0.0
22,0.7140337626139323,0.6921801699532403,0.4652777777777778,0.5,-0.06944444444444442,0.0
23,0.705991182062361,0.6885195440716214,0.5208333333333334,0.5347222222222222,0.04166666666666663,0.06944444444444442
24,0.6818746858172946,0.6876899798711141,0.5555555555555556,0.6041666666666666,0.11111111111111116,0.20833333333333337
25,0.695533898141649,0.6875903871324327,0.5069444444444444,0.5486111111111112,0.01388888888888884,0.09722222222222221
26,0.6875057154231601,0.6880256666077508,0.5625,0.5277777777777778,0.125,0.05555555555555558
27,0.7109965085983276,0.6872644225756327,0.4652777777777778,0.5972222222222222,-0.06944444444444442,0.19444444444444442
28,0.6883985002835592,0.6876083877351549,0.5902777777777778,0.5347222222222222,0.18055555555555558,0.06944444444444442
29,0.6796537505255805,0.6891374190648397,0.5555555555555556,0.5,0.11111111111111116,0.0
30,0.6841774384180704,0.6888278590308295,0.5555555555555556,0.5,0.11111111111111116,0.0
31,0.6848235858811272,0.684788293308682,0.5208333333333334,0.5486111111111112,0.04166666666666663,0.09722222222222221
32,0.6689253913031684,0.6828530761930678,0.5763888888888888,0.5763888888888888,0.1527777777777778,0.1527777777777778
33,0.6900091038809882,0.6840914620293511,0.5694444444444444,0.5833333333333334,0.13888888888888884,0.16666666666666663
34,0.6810251341925727,0.6830839316050211,0.5763888888888888,0.5486111111111112,0.1527777777777778,0.09722222222222221
35,0.6779277324676514,0.6825804445478652,0.6180555555555556,0.5486111111111112,0.23611111111111116,0.09722222222222221
36,0.6701087951660156,0.6823689805136787,0.5694444444444444,0.5902777777777778,0.13888888888888884,0.18055555555555558
37,0.6962063378757901,0.6826904879675971,0.5486111111111112,0.6111111111111112,0.09722222222222221,0.2222222222222222
38,0.6813860204484727,0.6839190257920159,0.5833333333333334,0.5486111111111112,0.16666666666666663,0.09722222222222221
39,0.6917372677061293,0.682775510682,0.5694444444444444,0.5555555555555556,0.13888888888888884,0.11111111111111116
40,0.6934136417176988,0.6824147370126512,0.5138888888888888,0.5625,0.02777777777777779,0.125
41,0.6840446657604642,0.6851794123649597,0.5555555555555556,0.5347222222222222,0.11111111111111116,0.06944444444444442
42,0.681016034550137,0.6931220690409342,0.5694444444444444,0.5,0.13888888888888884,0.0
43,0.6912611458036635,0.7035552130805122,0.5763888888888888,0.5,0.1527777777777778,0.0
44,0.6836388044887118,0.7033354308870103,0.5486111111111112,0.5,0.09722222222222221,0.0
45,0.7047463721699185,0.6958167552947998,0.5069444444444444,0.5138888888888888,0.01388888888888884,0.02777777777777779
46,0.6760590142673917,0.6895263857311673,0.5694444444444444,0.5208333333333334,0.13888888888888884,0.04166666666666663
47,0.7052913109461466,0.6815998885366652,0.5069444444444444,0.5555555555555556,0.01388888888888884,0.11111111111111116
48,0.6632526450686984,0.6777114801936679,0.5972222222222222,0.5833333333333334,0.19444444444444442,0.16666666666666663
49,0.6779139969083998,0.6774492661158243,0.5694444444444444,0.5972222222222222,0.13888888888888884,0.19444444444444442
50,0.6966752807299296,0.6802053385310702,0.5833333333333334,0.5972222222222222,0.16666666666666663,0.19444444444444442
51,0.6597959465450711,0.6810830699072944,0.5763888888888888,0.5902777777777778,0.1527777777777778,0.18055555555555558
52,0.6874263220363193,0.6786633663707309,0.5763888888888888,0.6041666666666666,0.1527777777777778,0.20833333333333337
53,0.6711048086484274,0.6747544142935011,0.5902777777777778,0.6319444444444444,0.18055555555555558,0.26388888888888884
54,0.67423943678538,0.6741901636123657,0.5555555555555556,0.5763888888888888,0.11111111111111116,0.1527777777777778
55,0.693009442753262,0.6829275025261773,0.5277777777777778,0.5208333333333334,0.05555555555555558,0.04166666666666663
56,0.6737209823396471,0.6907199753655328,0.6041666666666666,0.5277777777777778,0.20833333333333337,0.05555555555555558
57,0.6721418499946594,0.6936637096934848,0.5972222222222222,0.5208333333333334,0.19444444444444442,0.04166666666666663
58,0.6762372387780083,0.6841439406077067,0.5694444444444444,0.5486111111111112,0.13888888888888884,0.09722222222222221
59,0.6569500631756253,0.6693317294120789,0.5763888888888888,0.6180555555555556,0.1527777777777778,0.23611111111111116
60,0.6640814476543002,0.6666626599099901,0.5763888888888888,0.5972222222222222,0.1527777777777778,0.19444444444444442
61,0.6626220676634047,0.6678008503384061,0.625,0.6041666666666666,0.25,0.20833333333333337
62,0.6708430581622653,0.6666862567265829,0.5972222222222222,0.5833333333333334,0.19444444444444442,0.16666666666666663
63,0.6852979858716329,0.6655945446756151,0.5694444444444444,0.6111111111111112,0.13888888888888884,0.2222222222222222
