accuracy,precision,recall,f1_score,kappa,specificity,tn,fp,fn,tp,roc_auc,fpr,tpr
0.8055555555555556,0.7682926829268293,0.875,0.8181818181818182,0.6111111111111112,0.7361111111111112,53,19,9,63,0.8445216049382717,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.027777777777777776, 0.041666666666666664, 0.041666666666666664, 0.05555555555555555, 0.05555555555555555, 0.06944444444444445, 0.06944444444444445, 0.08333333333333333, 0.08333333333333333, 0.09722222222222222, 0.09722222222222222, 0.125, 0.125, 0.1388888888888889, 0.1388888888888889, 0.18055555555555555, 0.18055555555555555, 0.2222222222222222, 0.2222222222222222, 0.2361111111111111, 0.2361111111111111, 0.2638888888888889, 0.2638888888888889, 0.3611111111111111, 0.3611111111111111, 0.4444444444444444, 0.4444444444444444, 0.5277777777777778, 0.5277777777777778, 0.5416666666666666, 0.5416666666666666, 0.5555555555555556, 0.5555555555555556, 0.5972222222222222, 0.5972222222222222, 0.6388888888888888, 0.6388888888888888, 0.9583333333333334, 0.9583333333333334, 1.0]","[0.0, 0.013888888888888888, 0.027777777777777776, 0.05555555555555555, 0.08333333333333333, 0.125, 0.2222222222222222, 0.2222222222222222, 0.3194444444444444, 0.3194444444444444, 0.3472222222222222, 0.3472222222222222, 0.4166666666666667, 0.4166666666666667, 0.4722222222222222, 0.4722222222222222, 0.4861111111111111, 0.4861111111111111, 0.5138888888888888, 0.5138888888888888, 0.5277777777777778, 0.5277777777777778, 0.6111111111111112, 0.6111111111111112, 0.6805555555555556, 0.6805555555555556, 0.8055555555555556, 0.8055555555555556, 0.8472222222222222, 0.8472222222222222, 0.875, 0.875, 0.9027777777777778, 0.9027777777777778, 0.9166666666666666, 0.9166666666666666, 0.9305555555555556, 0.9305555555555556, 0.9444444444444444, 0.9444444444444444, 0.9583333333333334, 0.9583333333333334, 0.9722222222222222, 0.9722222222222222, 0.9861111111111112, 0.9861111111111112, 1.0, 1.0]"
